"Sentiment","text"
"negative","Just watched series finale of Arrested Development. Can't believe it's over  #fb"
"negative","@David904 Everything sounds good except the Sheeps Head. "
"negative","@Ballebi- Is it too late to say I'm sorry? "
"negative","I hate when Paul has to leave "
"negative","Is looking for a dress for her friend but can't find it "
"negative","Nooooo I have to start D of E today "
"negative","@HPlightningbolt Ok....best friend's son is in the hospital   He's not even 2 yet!"
"negative","It's confirmed..my Sadie has lymphoma  First day of chemo today..How am I going to handle losing my best friend????"
"negative","uhhhh... I just ate too many cherries! Now I have a tummy ache. "
"negative","Awake way too early "
"negative","@MrsNorton Sorry! I didn't see! "
"negative","@happylovesChuck the downfall of being the youngest. "
"negative","@dmnelson switched to my moms iSight and it works perfectly "
"negative","Hates being woken up by sunshine and children laughing.,,I wanted to sleep in. "
"negative","Picked up a bag of hot limon cheetos at the store and instantaneously had a deep missing of Autumn. "
"negative","@Dubarrymcfly awh so lucky ma class doesnt start till 1 haha so 3 hours of class  loveyoufletch xxx"
"negative","I need more spymasters, can't play it any longer "
"negative","@30SECONDSTOMARS when is the albun coming????  my ears need it!"
"negative","@ConnorHxcCHAOS I heard a rummer that izzy has cancer  im hucked on Greys Anatomy. Cant wait for the new season "
"negative","just back from the shops, food and camping gear for the missus, she's off to Glasto.. I'm not "
"negative","@technibble kaspersky killed my kittens  It didn't really, I just like alliteration..."
"negative","my fish just died. "
"negative","I've a final tomorrow, and I've left my text in my classroom. Genius, yeah? "
"negative","seriously can never sleep in "
"negative","@RobbXD i failed you  I WANT A FUCKING IPHONE DEAD BAD NOW LOL"
"negative","@MidnightPR sugar...man I miss grits...can't get them in Canada "
"negative","@AmberEttinger not me I didn't get an invite  cause I'm just some regular dude from suburbia Oregon Well enjoy the party &amp; hv a good night"
"negative","Ahh mah tummy hurts  i think i ate too much, i had cornbeef and rice beeteedubs xD"
"negative","Finishing up a quick break-a-roo  Hyper from cold meds -  - Means no decent sleep tonight as it is bed-time now!  LOL!"
"negative","SG1 celebrating 10 years showed up today. autograph was Beau Bridges and i was kinda sad  Am now searching for attendable SG1 convention."
"negative","@Silkglove If I eat too many, yes!  X"
"negative","@dduane I'm very sorry about your cat   Zen hugs to you and Peter."
"negative","Also, watched Transformers 2 in Queenstown after some apres-ski pints. Just HOW can they make a movie about fighting robots so rubbish?? "
"negative","@ITSMEMAAAC  ok. Bye &lt;333333"
"negative","so i wanna enter whiskey (my cat) in a pet contest... but idk which picture to send in!!! "
"negative","Such a boring class "
"negative","@nursebettie666 he is the meanest lil boy ever!!!!!!!!!! When I was a lil girl everyone loved me "
"negative","@rainbowbrite22 What r u stressin' bout mare? "
"negative","@GLM2600 I still stink at MadGab!  "
"negative","@HostessTori headache  and now running an errand w/ hubby!"
"negative","@dbing its not a pretty sight "
"negative","So, uh, anyone see my phone? "
"negative","@bishimmastar oh i see...pork roll eh? i want food to but i cant keep anything down  this is worse than bein preggers"
"negative"," already getting sleepy...I really want to get my psych quizzes done tonight..."
"negative","wow its so nice out!! to bad i have work tomo "
"negative","@RoundAboutTrvl yes I know the feeling  I'm doing a booking for my cousin at the moment they suck the most"
"negative","@Lashe1107 we have to get all drunk and complain about life together like a pair of fannies. or let me complain ;D hahahaa. miss yourface "
"negative","http://twitpic.com/7jd6o - Guess who showed up at the show! Sorry @dougiemcfly You were too far away. "
"negative","@moonlightqueen sorry to hear that   I hope it's gotten better by the time you read this"
"negative","Can't get out of bed. Have to be at work in half an hour. "
"negative","@Winstonthemoose October, I think "
"negative","thinking might need to sell my R-Sys mavics "
"negative","Photo: Sixth years at Loch Lomond time, Final song  http://tumblr.com/xfj22ikec"
"negative","boo 2day sucks  someone cheer me up please"
"negative","Toy Story 3 and Cars 2?   The effect of Disney owning Pixar.  Hopefully it won't be straight to DVD quality"
"negative","Just got up from my up &amp; my head hurts so bad  lame."
"negative","I hate that Twitter f**ked up my picture. Now it's just a default instead of the one I wanted. Too tired &amp; lazy to fix it right now. Ugh. "
"negative","@jkaddy Know the feeling Addy...missing them boys "
"negative","Is leaving the orthodontist unhappy  These braces are not coming off next month as planned!!!!"
"negative","I have a killer headache   Had one yesterday too.  I wanna go home!"
"negative","@Smallzy lol we dont go with out. However still can get iPhones cheeper "
"negative","how can my friends be so mean  school is going to be so hard tomorrow ! who am i going to talk too ?"
"negative","@star_pixie uh lucky, it's dull and grey today here   Have a nice day x"
"negative","Sigh. I really want to go back to Greece. Now!. I miss it so much. "
"negative","breakdown in the father's day card aisle... maybe I should try this another day this week. "
"negative","exercise bike, damn I smell a lot! "
"negative","@xtineee so jealous!! BUT YOU DESERVE IT!! wish i was there!  hope he realizes how sad i am to not be there! "
"negative","just had a long sleep and now awake but don't want to get out of bed "
"negative","worst day ever "
"negative","@Jopinionated Made me cry   but excellent ep, i agree. Watched it twice too. #lost eliminates my faves. bastards!"
"negative","Gave up on the keys for now.  Watching Tom &amp; Jerry. No SCRUBS today.I annoyed someone with watching that nearly all day long yesterday"
"negative","Ugh just backed into a damn car  this is not my day..."
"negative","getting ready to see my booboo b4 class!! sucks it'll only be 2 hours... not even "
"negative","@tripnhazy Sorry you're having such a bad day.  "
"negative","I am avin a crapbday dropped meatballs all over my jeans "
"negative","@Dam_u_all I hate waking up early  Really puts me in a bad mood!"
"negative","i hate waking up in the middle of the night. "
"negative","@laydmaxix soo sad its done "
"negative","Gonna go horseridng now. Fabius is kinda ill though. "
"negative","TOMORROW'S GRADUATION!!! X; ahhh...  i don't know how I should be feeling about that..."
"negative","@officialkathyg 2 episodes and a google search later I discover that Jessicaaaa Zajicek (nice last name there) quit after tying the knot "
"negative","@elenakate sorry I missed ur prty! "
"negative","D-10 to Mid term... Get away "
"negative","Lol I miss everyone! These next 5 days are definatly going to be tough "
"negative","The season finale of Ugly Betty was SO sad.  now it's time to do 30 Day Shred since I've procrastinated alllll day."
"negative","@JustAliceCullen Oh alice. Im so sorry  Wat would jazz say if u dont give this kid birth?"
"negative","so sad I'm stuck at work and can't get the new iPhone OS 3 update "
"negative","@mkaiii More Robert Pattinson = more people see the movie. They like to think about what would make them money. Pleasing us comes 2nd. "
"negative","@allegra0 oh bb. so many hugs to right now.   &lt;3"
"negative","@PoshLopez Oh really! That sucks! Did she tweet it, musta missed it "
"negative","Gutted can't find extension lead to plug his died laptop into "
"negative","@RJ6603 damn that sucks  my best friend and i have the same birthday and it just takes away from me time, i sound shallow, oh well."
"negative","@heathermeeker I'm talking about MY PHOTOS making it into your story "
"negative","beeptest, blarghhh. "
"negative","home bored out of my fucking mind "
"negative","should really get up and do something... but  can't be arsed. epecially as I have work later "
"negative","@BellaDancer13 i miss you  i need words of inspiration, i'm sad  love ya x0x text me"
"negative","oh shit i forgotten yesterday was national doudhnut day but not my country "
"negative","i wanna go out tonight!!!!!! but i can't  i'll have to wake too early tomorrow..."
"negative","82 pages of information to write study notes off for business exam  gross!"
"negative","we are so lucky!!  but not really because we are in school!!!!!!!! "
"negative","Failed at getting back on the exercise train this morning...Scheduling a jog for after work instead. Getting sick screws up my routine "
"negative","@coltonlittle Sammy lost her baby  sad day"
"negative","Sleepy and I have to go to work on my day off tomorrow "
"negative","Was watching JUS @ Suria about fathers, &amp; yes, I miss my Papa badly. "
"negative","how am i sooo retarded that i didnt put sunscreen on my ears!! eff "
"negative","@jetcaptain oh no!!!  I'm sorry if it is. I hope they were able to put it out quickly."
"negative","ok im off to bed goodnight everyone! &lt;33333 p.s. i still cant believe Adam Lambert didn't win American Idol!!! "
"negative","The crummy weather is not helping my mood "
"negative","@angelaleowgray -wow. haze hit singapore too? "
"negative","... I've extended my API requests.. but i don't wanna give that up for TweetDeck! What do i do? "
"negative","creativity blows my mind and my TIME away  awwww!"
"negative","No one to chat too. "
"negative","i sit way too close to my monitor  i need to wider desk so I can push it further back."
"negative","@Wengles  lol, did you enjoy your pizza?"
"negative","hmmmm - washing still on line - probably dew damp now "
"negative","bad thing bout being sick-even for a day-all the housework piles up round you &amp;when you're better you've actually gotta deal with it. BOO "
"negative","I'm getting so distracted... GAH! Maybe if I get off of the computer for a second, then come back to finish my paper... UGH! "
"negative","@airlineroute I WISH they'd do it every night.  I'm in Hawaii. Midnite ET is 6PM here - only see CNN Intl during some crisis. "
"negative","I have been sucked into an 8hour vortex researching online CRM solutions, both generic and real estate focused. There's a lot to compare "
"negative","Grrrr bad restore  my bbm contacts erased. If we're friends please send me your pin"
"negative","@jemariie your lucky you got your dad something...i didnt "
"negative","...as much as i like celebrities...following ppl u dnt know &amp; dnt respond is pretty boring "
"negative","I really miss my Chicago accent  ....lol"
"negative","@wholesick I didn't go  majorly annoyed. It was my housemate's last night so I had to stick in Lincoln, met Bradley from S Club! Haha."
"negative","just got home and found random sunflower seeds on my floor that arent mine! um i really need to quit giving away keys to my apartment "
"negative","scrubing my floor just droped a whole bowl of ramen noodles on my floor  ugh"
"negative","Y'ALL FOLLOW MY GIRL @maluvsunique SHE AINT A TEAM PLAYER   BUT SHE COOL AS HELL...LOL (SORRY FOLKS INSIDE JOKE)"
"negative",":O :O MY FAVOURITE KEYRING JUST BROKE! the pretty green stone just rolled off on it's own! "
"negative","cannot watch the a-ha video! We're not in Germany... "
"negative","I have just upset my kid by telling him he can't have the new X-Men Origins game as it has an 18 rating. "
"negative","Now I'm just have booooring  . If bfh has benn online, have I played it now! But, tomorrow I will have fun! I have FOOTBALLMATCH !!!!!!!!!"
"negative","Haha! My battery is low  I think I've been Twittering for too long "
"negative","I dreamt I was at brainfeeder for some time... "
"negative","NOT rehired after all   crap i need a job."
"negative","Congrats class of 09 @ FHS. Couldn't make it due to poor planning  I'll miss you all."
"negative","Ugh, I missed so u think u can dance cuz I had work  I will look for some online videos now. Hopefully I find some."
"negative","HBO doesn't post full episodes  someone wanna record new true blood for me? xD"
"negative","I don't want to live in an apartment anymore. Guy above us just broke a BBQ sauce bottle and shoved it all down onto our balcony "
"negative","Sundays always make me feel tired and lazy, especially when they're rainy "
"negative","In my great aunts house in latvia and discovered wifi, i will tweet asap. The apartment we are renting only has dial up. (oh poo) "
"negative","@jodylaforge aw  I don't watch any sports"
"negative","@ningningning Do you have to use excel?? That sucks!!! Excel is so damn unintuitive! "
"negative","wonders what happened to jakeinator21. he is being missed "
"negative","@SCMProfessor Still jetlagged.  my body has put me through all kinds of hell this week. Thought I'd be over it by now."
"negative","got a lot of work ahead to appeal against Z's statement at a tribunal - work, stress and travelling "
"negative","The last night i get to sleep on my bed "
"negative","phew. my new life is just about to start. i'm so excited yet so scared plus nervous "
"negative","@dianpr tadi malem vey mimpi giginya vey tanggal. Ada apakah? Fear that something may be happen "
"negative","Days like today make me crazy no matter what I did to try to fix it, I couldn't draw anything decent. Hand - eye is totally on the fritz. "
"negative","forgot my moms bday and didnt call her for mothers day "
"negative","http://twitpic.com/7z9eh - I'm also docked off the honor roll because of the N... "
"negative","sicky pooo  massive headache and yucky coughhh  BLahhh"
"negative","is bummed tomorrow is Monday "
"negative","Missed out on a shot of Spirit bird holding short of a landing Spirit. Oh well. "
"negative","i cannot get past it... Christopher (main char) has to off the girl and her boyfriend to get away safely... i see no valid alternative "
"negative","HAPPY NATIONAL DONUT DAY!!! Large coffee - CHECK, Free donut- CHECK... Yard work--- To be determined!! "
"negative","@staceybear_yeah "
"negative","@PaulaAbdul I was supposed to go boating/songwriting in Cape Cod.. but its cold and rainy "
"negative","@NeoplasmSix sounds interesting, but the link isn't working for me. Damn you, technology! "
"negative","@kayladarcangelo woooo team @Audrina!! too bad @BrodyJenner won't stick up for her "
"negative","@chrisWhite 1Password touch Pro can do it. An update for the regular version has been stick in the review process for 3+ weeks.  "
"negative","@TeeRibbzz aww thats not fair. i didn't know "
"negative","Pleeease No more tests. I beg you "
"negative","Checked my tires gauges today and put air in.. Made a chard and potato cassarole. (Yum) no knitting  "
"negative","** need a neW rec. system  **"
"negative","So I accidentally played Bioshock for an hour and a half...now I'm looking over my shoulder every 5 seconds "
"negative","Yayyyyy day 1 of coachella almost over. So tired "
"negative","haha, amazing last Saturday night in Monads. Gonna miss everyone so much "
"negative","Not a single clap for any thing yet this is not looking good "
"negative","@IanWalker21 haha I hate it too but I have to go to a wedding or I'd be there!  throw some cake for me?"
"negative","OMggg. i just heard someone is gonna die on the new season of the secret life of the american teenager  noooo."
"negative","@BreeOlson9 "
"negative","Going to the Docs and then nothing! My family canceled today because they're all sick "
"negative","@mitsougelinas 10 years too late "
"negative","Dear Basketball Gods, PLEASE let the CAVALIERS win!  You already killed the Celtics, don't let me down again. =(( I'll give you candy!"
"negative","@indithunder WTF DOOOD?! huh i h8 you "
"negative","@Orchidflower Unfortunately I don't have to remember it anymore "
"negative","@mileycyrus http://twitpic.com/4fzo7 - noooo dont dye ti  its pretty enough as it is!!"
"negative","I hate these Freakin....Bugs....gotta get more spray~ "
"negative","Wow i cant sleep. I'm worried about Bambi. "
"negative","can sum1 talk 2 me please "
"negative","@sarahmarina had a good day w/no kids...lol...shit my twitter texts are all fkd up right now i didn't get ur message til i got online "
"negative","Down goes Friend Feed - Hmm for the very first time - it�s disappeared  bummer http://tumblr.com/xn21wquwk"
"negative","Wondering how to tell son the Lego Battles DS game he's been waiting 2 months for is not coming.... there's a &quot;delay in obtaining stock&quot; "
"negative","@ChuckJr  Sorry to hear that"
"negative","@marypascoe hey  wats up? I've missed talking to you  Hariet"
"negative","I stayed up all night to watch my son on So You Think You Can Dance and they didnt get to our city! "
"negative","Looking for jobs is really not that much fun right now. But it has to be done. "
"negative","@izzybeatz Too many niggas in one place  so sad."
"negative","@NothinButSin sorry to hear that. "
"negative","@lambyarchangel aw  car crashes suck"
"negative","Trust no1, esp the ppl ur thought were ur friends.. makes u wonder who u can trust.. "
"negative","is working tomorrow all day so can't do anything tonight  Whats the plan for Saturday?"
"negative","Missing breakfast with my boys today because I have to work. "
"negative","Wish I could be poolside  fuck shingles!"
"negative","An 8 hour drive hungover is no fun "
"negative","Not feeling good "
"negative","done Literature exammeans i'm almost free "
"negative","Leaving florida tomorrow and it's back to the big apple  I miss you too mfocker"
"negative","Oh no, it looks like it's going to rain, and I have neither a jacket nor an umbrella with me.  Rain right through Easter, too "
"negative","gutted I didn't know about Bruno at Taylor Square this morning  #fb"
"negative","Syslog implementation was a success too bad it runs slower than shit "
"negative","i miss strawberry milkshake from mcdonald's "
"negative","Oh noes! Itz all gone   http://twitpic.com/7m7vk"
"negative","@DizzyCrane I tried to go to sleep a few times.It was a nogo.  Can't wait to wake up.I got birthday cake waiting for me.Yummy."
"negative","@powerwriter so true. Edward would be turning over in his grave if he witnessed this citizen journalism &quot;stuff&quot;  "
"negative","@mathplourde Great news about the Sakai Fellowship.  Know how you feel about the Sakai Product Council    Great blog - http://tr.im/mKVy"
"negative","@agirlcalledbob Would love to but gotta go. "
"negative","@C00L_BEANS lately I've slept 2 much usually I don't sleep enough. Im craving a Hot chocolate with 3 spoons of sugar "
"negative","party tonight ..but without my bff.. "
"negative","'s STILL practising for the function today "
"negative","@OtaliaRocks sweetie the only downer on London is that you wont be there "
"negative","@ShaddixXx Vista doesnt let me play sims 2  thts why i changes back to XP "
"negative","Finding myself working again on what is supposed to be my day off. "
"negative","@kherrylobrien Boo. I'll be on the blue side. Gotta keep it with the Magic since my team aint make it this year. "
"negative","Rescheduled my driving lesson for Wednesday...feel really tired and blahhhh, night of soaps, twitter and farm a think LOL and ironin "
"negative","Going to the dentist again  I mean, tooth spa right @valeriekhoo ;)"
"negative","@forpawz I am lost. Please help me find a good home. "
"negative","Heard from radio: 7 died in last day's demonstration  #iranelection"
"negative","i have my mother's problems. varicose veins and cellulite. i can't wear shorts anymore. "
"negative","its a sad, sad day  Im selling one of the puppies today "
"negative","I'm at work now "
"negative","@tabooxchanz  ...sigh.... oh well.... *hangs head* really wanted to see u "
"negative","@mandahill it is in the OPAC (less obvious than BBCnews suggested) and then it asks for password for Athens. JRunhappyL "
"negative","@Empress_CCP busy busy lol can't even take a nap! Geesh "
"negative","Hot weather in singapore this few days. Tak boleh tahan!!! How i wish singapore is a cold country... "
"negative","very touching tribute "
"negative","i want my black/pink yeezys. "
"negative","Riding on the Saltburn Miniature Railway - not well enough for big trains today  http://bit.ly/xQiTg"
"negative","I'm in line for the new iPhone. I'm such a geek. There's about 100 people here.... fun "
"negative","I am sad... Can't find the right shoes!!! "
"negative","*shudders* I HATE touching leather, really. Mhhhh! Corpse! "
"negative","unable to  install virtual box  neither could I d/l the 'deb' file nor install it through apt-get"
"negative","@DR3AM_ANG3L  yea i reallly really miss u lol"
"negative","@shortyyyy omg yeah! i hate them so much and we get loads in our house "
"negative","Going to bed, goodnight! @twchurch1989 im sorry "
"negative","@TheBottomLine hahahahah inside joke that you're not a part of. sorry  i just sorta blurted it out."
"negative","OH: Sooooo bored. Broke a string practicing  FML http://tinyurl.com/lwltky"
"negative","@HockeyGal78 that's what my swing look like! "
"negative","@NickityNatNat I got there at the end  Hopefully you do it again!"
"negative","Really horrendous allergic reaction...tongue sores, face rash and all  i am not having a good time anymore"
"negative","today, restaurant city robbed me of my daily free ingredient + my daily food quiz opportunity to get another free ingredient "
"negative","@kayayelle if it works out, it will be me going to germany at the end of it! haha something to look forward to...unlike this summer "
"negative","@HollyHood i see that i'm missing out on all of the fun "
"negative","I am seeing david archuleta tonight gooooooooooooooooood times. Although my legs and arms kill from last night "
"negative","@McGiff awww poor you!! I SO know what that's like! "
"negative","Im up far too earlier "
"negative","8 absents in PP and SE !! FUCK!! "
"negative","@leztah The dayem computer  #twpp"
"negative","everyone is in sheaps meadow but meeee "
"negative","@YKLee13 oh no. you noticed =/ not good. i was hoping nobody did. "
"negative","@DJAnonymousDC i want a cool lighter  lol"
"negative","Man. Im bored &amp;&amp; ts raining outside  I hope its sunny tomorrow. I wanna have a bright work day lol."
"negative","graduation. great way to spend the first day of summer. nottt. boyfriends leaving today  23 days baby"
"negative","Farewell pensacola..I'm actually not ready to go.     not because of the city, but I'm not ready to leave my family.  I-10 here I come!"
"negative","Shaved off my beard this morning. Hipster police showed up, confiscated my membership card and took my fixie bike "
"negative","Watching Arashi &gt; Research Methods B report writing "
"negative","I am regretting registering my domain on register.com.  It's the most confusing, un-aesthetic thing ever.  Making it hard to transfer too "
"negative","&amp; the good feeling of dumping him is turning into sadness...y? i dont know y, mayb bcuz it was my longest relationship ever "
"negative","Yay I'm home!!! But my weekend still doesn't start till Wednesday  I need a mivie"
"negative","@30STMWithJared no hunnie.. i already close myspace and i have to leave now  i promise you i'm gonna check it out tomorrow! kisses.. night"
"negative","yo im sleepy i feel like i only slept 4 5mins last night  "
"negative","@trendebarbie7 chicaaaaaaaaaaaaaaaaaaaaaaaa!!!!!!!!! whats up??? i miss ya!!! "
"negative","Ireland thanks global warming for out dramatic change in weather. My dog is like, dead on the grass. Sister packing for NJ gonna miss her "
"negative","@pumpkintuscadro that IS perfection! i hate that we are so many minutes away from eachother! roggie is going through withdrawal, as am i "
"negative","going to club underground tonight. work is boring "
"negative","Watchin my homeboys play ball. you know they don't let the only girl play unless I look like a boy. "
"negative","Job applications to fill out now "
"negative","@mariancall:  wish that were manhattan, manhattan . . .  glad your tour is going well!  friends &amp; fam, go to her June 19th seattle show!"
"negative","Please don't make me go to work tomorrow!! "
"negative","@sheenabanana Oh no....too bad "
"negative","should have been an artist *designer, painter or fine arts student*  http://plurk.com/p/tsjqq"
"negative","no  tomorrow english presentation and i don't want to do this...grr"
"negative","i want something from the cheesecake factory "
"negative","Hi. I'm new please spare me "
"negative","gosh, i miss TJ so much.  i haven't been on since mid april!! and i'm so behind in the jonas world. it puts me in pain..come on summer!!!"
"negative","@selenagomez cut her hair off. my poor guy friends are going to be crushed.  poor @filip3311 and @soccersuck and @shaddie07"
"negative","IKER CASILLAS WHY HAVE YOU FAILED??? "
"negative","@sarahw01 me too. Was meant to go yesterday but it got cancelled "
"negative","that sux...on the brite side I could stare @ dwights arms for a few more games lol... poor lebron  he couldn't do it alone w no backup"
"negative","Holidays are now over - not fair!!  "
"negative","@yellowflowers87 yeah  i dont know where its coming from...all of sudden i felt so emo tonight."
"negative","leaves the US in 3 days!!  and starts her new job on 29th! "
"negative","stomach's been acting up "
"negative","missing someone "
"negative","@istkomisch Still like your C510? Mine goes back tomorrow "
"negative","Sending my MacBook Pro to service. Going to be my last tweet for a while "
"negative","... school tomorrow. :/  ... I dont wanna see the teachers.  ..."
"negative","@KarenCovert I know, that was my plan hehe!  No, I'll be in FL.  I was SO upset when I heard the date of  @NKOTB @riverbendpnc "
"negative","http://twitpic.com/7hznc - I miss u LifeTime Fitness "
"negative","@taylorGifford i'm sorry.  i love you no matter what!"
"negative","@stephenfisher Wish I could do that. The new tethering for iPhones doesn't work in the US "
"negative","@MyInnerJules ok thanks..I am sooo tired "
"negative","Good morning.  We might get snow today.  And winter doesn't even start until tomorrow.  And my central heating is still two weeks away "
"negative","Making my presentation for school "
"negative","Missing all the E3 news as im at the Citrix 09 iForum in Melb... Was up at freaking 6am..   http://twitpic.com/6fdzc"
"negative","@TakinPitchas sorry to hear about the pup  Get well soon."
"negative","@thatlass Oh...you poor baby!  My heart goes out to you... "
"negative","@shmelvywelvy Ughh  I KNOW!"
"negative","@tres_basketcase i've never watched sweeny todd... "
"negative","@jdaniels2012 strange with this other guy in my room, too. we've said a dozen HAAAAAAAP words to each other. nice room, but no internet "
"negative","@paigetheshiz I'm really really really really really sorry  xx"
"negative","@djfido what up homie?!  How are things?  Missing LA and the Lakers parties.  Oh and by the way, I apparently cannot type. "
"negative","Headche "
"negative","@marsechie they said Mexico.. but still far away from where i live  i hope that too!"
"negative","Austin bound again..I wanted to party in Dallas tho "
"negative","Aw, I guess Rob didn't take any pictures in Burgettstown... "
"negative","i'm gutted now, not allowed to watch BGT finale, because my stepdads got the stupid football on!!  .. going home tomorrow "
"negative","@ashleytisdale aww dont leave  germany will miss u too ! we love u sooo much ! tweet back ? love ya ♥ hope u come back soon !"
"negative","in bed for another boring day... missing school isn't all its cracked up to be. hospital haven't rang so still got this blooming cast on "
"negative","Sad how I cud be forgotten, just like that... Kaching! "
"negative","Six Feet Under marathon is going great, I wish I didn't have to go to class tonight though "
"negative","I just want to be at home in bed, but that won't be possible for another few hours. "
"negative","OMG! you guys... i just saw the picture  #hannahporntana09"
"negative","the staples guy is back  darn computer problems"
"negative","@wordybirdee  Why didn't you get to go out? I stayed in having a beer and listening to the thunderstorm."
"negative","@miss_london yeh he did lol I DONT WANT YOU TO GO!!!!!!! "
"negative","why's it colddd outttsideeeee "
"negative","asks anyone who knows how mobile plurking works? I need help.   http://plurk.com/p/yudj4"
"negative","@Blover16 aww that sucks!!  did u try 2 get any meds 4 ur headache??"
"negative","We have alot to get done today! @Kornflake1 When will you be in? I got one window logo up yesterday! No room 4 web address tho "
"negative","started up twitteriffic on OSX Desktop.. now it won't die!!  silly app "
"negative","is being used  so how du i nip this in the bud???"
"negative","Now that I am feeling better, my babies are now sick   Hoping everyone gets better soon..."
"negative","@kanibusrex its not too bad. I just got cursed out though  http://myloc.me/29dB"
"negative","@brookieeden  I'm trying so hard but its 100 degrees in my room"
"negative","@redsheep wish i was there! i'm actually at work now  missing #geekcamp"
"negative","early shoot tom but sleep evades me. I wish i still had sleeping pills "
"negative","on later than normal this morning, got attacked by a swarm of mini fly's after opening the veranda last night took an hour to get rid!! "
"negative","I HATE GOING TO SCHOOL  IT MAKES ME ANGRY  oh well i  only have to go to 6 more days of school "
"negative","@regzcervantes  I don't have favourite BSB or NSync songs, sorry "
"negative","Can't stop coughing. "
"negative","@Babbano Yeah. They're not releasing a lot of info, but it looks bad.  The train that went on top was hollowed out in one of the cars."
"negative","Failing to find a job, being poor makes me sad "
"negative","wow @denisevlogs doesn't remember who i am. "
"negative","oh no there's a HUGE storm coming "
"negative","omg! the arch was so kool. but going up it is freakin scary!  ... but i got some great pics that i'll post on my facebook. look me up. =0"
"negative","@jhgrant you are brave! i don't think i cld have touched the bird...bird-o-phobia "
"negative","@_KaZya_ whaaaatt ??? shame on you !!! jte boude vilaine  is waiting her miam miam...I'm hungry..."
"negative","Im too upset to be on here! Im goin to bed. Maybe I'll feel better tomorrow. Naw I wont cause I still gotta look at my hurt car! "
"negative","@westlifebunny I tried uploading a new picture, but now it won't show up. "
"negative","@Craymitchell "
"negative","@Old_reprobate Oh poor chap, do hope they find him safe and sound "
"negative","Its so sad about the titanic thing "
"negative","My dad's new name is The Curry Nazi and I am so glad that my mom agrees with me. I hate cookin with him. "
"negative","hangin' out at home playing some online games.....BORED! "
"negative","@dave1022 I converted kraftwerk's entire discography into mp3...but my brother has it... "
"negative","I'm gonna cry @SARALOVESNICHOL and it's your fault !  I love you !!"
"negative","@antonchann didn't u see my stress pimple last night  it's huge sigh"
"negative","@N00DLE83 hug? Do I need to hurt anyone? "
"negative","I think my laptop's burner is broken. I suppose that after two years with absolutely nothing going wrong with it, I was due. "
"negative","i'm SO confused on why @johncmayer 's tweets don't show up on my feed "
"negative","the brush i need is one that needs some serious cleaning  but it's too late at night"
"negative","I have to go to school now  I'm the only one awake! D:"
"negative","@LexaShmexa Awesome idea to celebrate. And I JUST THOUGHT - I have a sinking feeling that I'm gonna wake up tom and it will be at 667. "
"negative","WAKEUP tweeps !! Its time to get up and start your day. Random I'm eating chicken salad and going to natalies house cuz I'm scared "
"negative","doing assignments "
"negative","David Cook's brother died.  Praying for him."
"negative","What a busy weekend....Off to a late start this morning   nice!"
"negative","Too wet to cut firewood, internet is down and can't find a mug for my milo "
"negative","@MedusaJ no, i wish.  i tested FeLV+  but since i am little i can get tested again.  i have to stay away from bruvvers until then though "
"negative","Just got home from school. Got lots of stuff to do. "
"negative","@chinin Vedu "
"negative","gone out to eat. taping the last hills episode ever "
"negative","i regret that last tweet as @justinhidalgo just texted me saying &quot;need proactiv?&quot; "
"negative","Dear XBOX LIVE hurry the fuck up with your bitch ass maintenence before I kill myself. I thought you loved me. *sigh* "
"negative","Why does it take so long to get a couple of drinks from my Sonic? "
"negative","it's cold again at the beach...inside day for sure "
"negative","injured foot "
"negative","#iremember the first thoughts of GSW  they weren't good either"
"negative","Thunder Storm "
"negative","@italiana2662 it's cute, but I know you have way better ones! We can't see those pretty eyes  The flash is in the way"
"negative","I miss Conan being in NYC "
"negative","Mornin world! Headed to my favorite place--BarBri class "
"negative","For all elearning geeks - ASTD is conducting a three day fair in Washington DC. 1 to 3 June. Entry Fee: $1350 per person. I couldn't go "
"negative","@iamBenLyons o how jealous i am. "
"negative","@alandavies1 the green ribbon thing seems to have killed you profile pic "
"negative","1st one @ work. Too bad I don't have keys to get in! "
"negative","I have a really bad headache  http://tumblr.com/xfa22lfkf"
"negative","@PoloBandit that iAm  lol &amp;&amp; so? I'm watchin DHW, havent seen SpongeBob in a minute tho"
"negative","@oh_babydoll hahaha i have issues if they're not perfect, or i'm just generally indecisive with colours "
"negative","@quartetship  I hope you are okay! Falling down stairs sucks."
"negative","is sick @ work! "
"negative","If he doesnt need you in his life then you don't need him in yours! Is sad and can't sleep! "
"negative","gaah!, i feel like shit!, why does life have to be such a bitch!?... WHY!? "
"negative","@TMobile_USA Unfortunately I can't direct message you unless you are following me.  Twitter has closed the loophole that used to allow it"
"negative","all alone for the weekend! "
"negative","@ddlovato you seem to cry a lot. "
"negative","gosh...ultrasn0w setback  i wanna use my iphone so bad..."
"negative","@thevideodog Went to follow ur FF recs &amp; discovered @chrisspagnuolo has blocked me. What an odd feeling.I don't even KNOW him. "
"negative","@schmalliso I know! It's awesome. I want some liquid nitrogen and superconducting material "
"negative","It's free ice cream cone day @ Ben &amp; Jerry's ... if only I was going to be in NYC today ... "
"negative","Lots of computer work and phone calls today  Shame it's so sunny outside. If I'm productive today, maybe I'll get to go outside "
"negative","@sarahhummel oh noooo!!! we'll figure something out! oh dear, the wisdom teeth sound like a drag "
